"Magento Admin","aiSHOP Admin"
"Magento Commerce - Administrative Panel","aiSHOP Commerce - Administrative Panel"
"Magento Connect","aiSHOP Connect"
"Magento Connect Manager","aiSHOP Connect Manager"
"Magento Logo","aiSHOP Logo"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Copyright &copy; %s AICC co., Ltd."
"aiSHOP ver. %s","aiSHOP ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Copyright &copy; %s AICC co., Ltd."
"Maintainers","Maintainers"
"Manage Currency Rates","Qu&#7843;n l&yacute; c&aacute;c lo&#7841;i ti&#7873;n t&#7879; Gi&aacute; Gi&#7843;m"
"Manage Customers","Qu&#7843;n l&yacute; kh&aacute;ch h&agrave;ng"
"Manage Installed Extensions","Qu&#7843;n l&yacute; c&aacute;c c&agrave;i &#273;&#7863;t m&#7903; r&#7897;ng"
"Manage Ratings","Qu&#7843;n l&yacute; Ratings"
"Manage Stores","Qu&#7843;n l&yacute; Stores"
"Matched expression","Ph&ugrave; h&#7907;p v&#7899;i ng&ocirc;n lu&#7853;n"
"Max","Nhi&#7873;u"
"Maximum","Nhi&#7873;u nh&#7845;t"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Messages Inbox","B&#7841;n c&oacute; th&#432;"
"Min","Th&#7845;p"
"Minimum","Th&#7845;p nh&#7845;t"
"Most Viewed Products","S&#7843;n ph&#7849;m &#273;&#432;&#7907;c xem nhi&#7873;u nh&#7845;t"
"Multiple Select","Ch&#7885;n nhi&#7873;u"
"My Account","Qu&#7843;n l&yacute; t&agrave;i kho&#7843;n"
"N/A","N/A"
"NOTICE","TH&Ocirc;NG B&Aacute;O"
"Name","T&ecirc;n"
"Name on Card","Name on Card"
"Name on the Card: %s","Name on the Card: %s"
"Name:","T&ecirc;n:"
"New Accounts","T&agrave;i kho&#7843;n m&#7899;i"
"New Api Key","New Api Key"
"New Customers","Kh&aacute;ch h&agrave;ng m&#7899;i"
"New Email Template","New Email Template"
"New Extension","New Extension"
"New Password","M&#7853;t kh&#7849;u m&#7899;i"
"New Profile","New Profile"
"New Store View","New Store View"
"New System Template","New System Template"
"New Tag","New Tag"
"New Template","New Template"
"New Url","New Url"
"New User","New User"
"New Website","New Website"
"New admin password","New admin password"
"Next page","Trang k&#7871;"
"No","Không"
"No (price without tax)","Kh&ocirc;ng c&oacute; (gi&aacute; m&agrave; kh&ocirc;ng c&oacute; thu&#7871;)"
"No Data Found","Kh&ocirc;ng t&igrave;m th&#7845;y d&#7919; li&#7879;u"
"No Extensions Found","Kh&ocirc;ng c&oacute; m&#7903; r&#7897;ng &#273;&#432;&#7907;c t&igrave;m th&#7845;y"
"No Templates Found","Kh&ocirc;ng c&oacute; m&#7851;u &#273;&#432;&#7907;c t&igrave;m th&#7845;y"
"No profile","Kh&ocirc;ng c&oacute; h&#7891; s&#417;"
"No profile loaded...","Kh&ocirc;ng c&oacute; h&#7891; s&#417; n&#7841;p..."
"No records found for this period.","Kh&ocirc;ng c&oacute; h&#7891; s&#417; cho kho&#7843;ng th&#7901;i gian n&agrave;y &#273;&#432;&#7907;c t&igrave;m th&#7845;y."
"No records found.","Kh&ocirc;ng c&oacute; m&#7851;u tin &#273;&#432;&#7907;c t&igrave;m th&#7845;y."
"No search keywords.","Kh&ocirc;ng c&oacute; t&#7915; kh&oacute;a t&igrave;m ki&#7871;m."
"No search modules registered","Kh&ocirc;ng c&oacute; m&ocirc;-&#273;un, &#273;&#259;ng k&yacute; t&igrave;m ki&#7871;m"
"None","None"
"Notes","Ghi ch&uacute;"
"Notes:","Ghi ch&uacute;:"
"Number of Orders","Number of Orders"
"Number of Use","S&#7889; S&#7917; d&#7909;ng"
"Number of Uses","S&#7889; S&#7917; d&#7909;ng"
"Number of records:","S&#7889; h&#7891; s&#417;:"
"Old rate:","T&#7927; l&#7879; c&#361;:"
"One of options row has error","M&#7897;t trong nh&#7919;ng l&#7921;a ch&#7885;n h&agrave;ng c&oacute; l&#7895;i"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Ch&#7881; thu&#7897;c t&iacute;nh v&#7899;i ph&#7841;m vi &quot;&quot; to&agrave;n c&#7847;u &quot;&quot;, &#273;&#7847;u v&agrave;o lo&#7841;i &quot;&quot; dropdown &quot;&quot;  S&#7917; d&#7909;ng v&agrave; &#272;&#7875; T&#7841;o Configurable S&#7843;n ph&#7849;m &quot;&quot; C&oacute; &quot;&quot; &#273;ang c&oacute; s&#7861;n."
"Only mapped fields","Ch&#7881; nh&#7919;ng fields &#273;&#432;&#7907;c &aacute;nh x&#7841;"
"Optional","Tùy chọn"
"Options","T&ugrave;y ch&#7885;n"
"Order #%s","M&atilde; &#273;&#417;n h&agrave;ng: %s"
"Order #%s (%s)","M&atilde; &#273;&#417;n h&agrave;ng: %s (%s)"
"Order Totals","T&#7893;ng s&#7889; &#273;&#417;n h&agrave;ng"
"Order confirmation email not sent","&#272;&#7863;t h&agrave;ng kh&ocirc;ng g&#7917;i email x&aacute;c nh&#7853;n"
"Order confirmation email sent","&#272;&#7863;t h&agrave;ng email x&aacute;c nh&#7853;n &#273;&atilde; &#273;&#432;&#7907;c g&#7917;i"
"Order not longer exist","&#272;&#417;n h&agrave;ng kh&ocirc;ng c&ograve;n t&#7891;n t&#7841;i"
"Order not longer exist.","&#272;&#417;n h&agrave;ng kh&ocirc;ng c&ograve;n t&#7891;n t&#7841;i."
"Orders","&#272;&#417;n &#273;&#7863;t h&agrave;ng"
"Original Magento attribute names in first row:","aiSHOP t&ecirc;n thu&#7897;c t&iacute;nh ban &#273;&#7847;u trong h&agrave;ng &#273;&#7847;u ti&ecirc;n:"
"PEAR Configuration was successfully saved","PEAR C&#7845;u h&igrave;nh &#273;&atilde; &#273;&#432;&#7907;c l&#432;u l&#7841;i"
"PEAR Console","PEAR Console"
"PEAR config","PEAR config"
"PHP Version","PHP Version"
"Package","Package"
"Package %s data was successfully loaded","Package %s data was successfully loaded"
"Package Extensions","Package Extensions"
"Package Info","Package Info"
"Package Information","Package Information"
"Packages","Packages"
"Page","Trang"
"Parent Product Thumbnail","Parent Product Thumbnail"
"Passive mode","Passive mode"
"Password","M&#7853;t kh&#7849;u"
"Password Confirmation","X&aacute;c nh&#7853;n m&#7853;t kh&#7849;u"
"Password:","M&#7853;t kh&#7849;u:"
"Path","&#272;&#432;&#7901;ng d&#7851;n"
"Path:","&#272;&#432;&#7901;ng d&#7851;n:"
"PayPal Email","PayPal Email"
"Payment Data Transfer (PDT)","Payment Data Transfer (PDT)"
"Payment method must be specified","Payment method must be specified"
"Pending Tags","&#272;ang ch&#7901; gi&#7843;i quy&#7871;t Tags"
"Pending installation...","&#272;ang ch&#7901; c&agrave;i &#273;&#7863;t..."
"Per Item","tr&ecirc;n m&#7863;t h&agrave;ng"
"Per Order","tr&ecirc;n &#273;&#417;n h&agrave;ng"
"Percent","Percent"
"Performed At","Performed At"
"Period","Period"
"Permissions","Quy&#7873;n qu&#7843;n l&yacute;"
"Personal Information","Th&ocirc;ng tin c&aacute; nh&acirc;n"
"Phone:","Phone:"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Vui l&ograve;ng x&aacute;c nh&#7853;n trang web chuy&#7875;n &#273;&#7893;i. T&#7845;t c&#7843; c&aacute;c d&#7919; li&#7879;u &#273;&atilde; &#273;&#432;&#7907;c l&#432;u s&#7869; b&#7883; m&#7845;t."
"Please enter 6 or more characters.","Xin vui l&ograve;ng nh&#7853;p 6 k&yacute; t&#7921; ho&#7863;c nhi&#7873;u h&#417;n."
"Please enter a number greater than 0 in this field.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t s&#7889; l&#7899;n h&#417;n 0 trong feild n&agrave;y."
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Please enter a valid URL. For example http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Please enter a valid URL. http:// is required"
"Please enter a valid credit card number.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t s&#7889; th&#7867; t&iacute;n d&#7909;ng h&#7907;p l&#7879;."
"Please enter a valid date.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t ng&agrave;y h&#7907;p l&#7879;."
"Please enter a valid email address. For example johndoe@domain.com.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t &#273;&#7883;a ch&#7881; email h&#7907;p l&#7879;. V&iacute; d&#7909; haimai@domain.com."
"Please enter a valid number in this field.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t s&#7889; h&#7907;p l&#7879; trong field  n&agrave;y."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t s&#7889; &#273;i&#7879;n tho&#7841;i h&#7907;p l&#7879;. V&iacute; d&#7909;: (123) 456-7890 ho&#7863;c 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t s&#7889; an sinh x&atilde; h&#7897;i h&#7907;p l&#7879;. V&iacute; d&#7909;: 123-45-6789."
"Please enter a valid value from list","Xin vui l&ograve;ng nh&#7853;p m&#7897;t gi&aacute; tr&#7883; h&#7907;p l&#7879; t&#7915; danh s&aacute;ch"
"Please enter a valid value, ex: 10,20,30","Xin vui l&ograve;ng nh&#7853;p m&#7897;t gi&aacute; tr&#7883; h&#7907;p l&#7879;, v&iacute; d&#7909;: 10,20,30"
"Please enter a valid zip code.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t m&atilde; v&ugrave;ng h&#7907;p l&#7879;."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Xin vui l&ograve;ng nh&#7853;p m&#7897;t m&atilde; v&ugrave;ng h&#7907;p l&#7879;. V&iacute; d&#7909;: 0084 ho&#7863;c 90602-1234."
"Please enter valid password.","Xin vui l&ograve;ng nh&#7853;p m&#7853;t kh&#7849;u h&#7907;p l&#7879;."
"Please fill in 'email' field.","Xin vui l&ograve;ng &#273;i&#7873;n v&agrave;o tr&#432;&#7901;ng 'email'."
"Please make sure that all global admin search modules are installed and activated.","Xin vui l&ograve;ng ch&#7855;c ch&#7855;n r&#7857;ng t&#7845;t c&#7843; c&aacute;c module to&agrave;n c&#7847;u admin &#273;ang t&igrave;m ki&#7871;m &#273;&atilde; c&agrave;i &#273;&#7863;t v&agrave; &#273;&atilde; k&iacute;ch ho&#7841;t."
"Please make sure that your changes were saved before running the profile.","Vui l&ograve;ng ch&#7855;c ch&#7855;n r&#7857;ng c&aacute;c thay &#273;&#7893;i c&#7911;a b&#7841;n &#273;&atilde; &#273;&#432;&#7907;c l&#432;u tr&#432;&#7899;c khi ch&#7841;y c&aacute;c h&#7891; s&#417;."
"Please make sure your passwords match.","H&atilde;y ch&#7855;c ch&#7855;n r&#7857;ng m&#7853;t kh&#7849;u c&#7911;a b&#7841;n ph&ugrave; h&#7907;p v&#7899;i."
"Please select State/Province.","Xin vui l&ograve;ng l&#7921;a ch&#7885;n Th&agrave;nh ph&#7889;/ T&#7881;nh."
"Please select a category","Xin vui l&ograve;ng l&#7921;a ch&#7885;n Danh m&#7909;c"
"Please select a custmer","Xin vui l&ograve;ng l&#7921;a ch&#7885;n kh&aacute;ch h&agrave;ng"
"Please select a product","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t s&#7843;n ph&#7849;m"
"Please select a store","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t store"
"Please select a type","Vui l&ograve;ng ch&#7885;n m&#7897;t lo&#7841;i"
"Please select an option.","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t trong nh&#7919;ng ch&#7885;n l&#7921;a."
"Please select catalog searches","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7909;c t&igrave;m ki&#7871;m"
"Please select customer(s)","Xin vui l&ograve;ng l&#7921;a ch&#7885;n kh&aacute;ch h&agrave;ng"
"Please select one of the above options.","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t trong nh&#7919;ng l&#7921;a ch&#7885;n &#7903; tr&ecirc;n."
"Please select one of the options.","Xin vui l&ograve;ng l&#7921;a ch&#7885;n m&#7897;t trong nh&#7919;ng l&#7921;a ch&#7885;n."
"Please select review(s)","in vui l&ograve;ng l&#7921;a ch&#7885;n review"
"Please select tag(s)","in vui l&ograve;ng l&#7921;a ch&#7885;n tag"
"Please specify admin custom URL","Xin vui l&ograve;ng ch&#7881; &#273;&#7883;nh URL admin  tu&#7923; ch&#7881;nh"
"Please specify at least start or end date.","Xin vui l&ograve;ng ch&#7881; &#273;&#7883;nh &iacute;t nh&#7845;t l&agrave; ng&agrave;y b&#7855;t &#273;&#7847;u ho&#7863;c ng&agrave;y k&#7871;t th&uacute;c."
"Please use in this field only ""a-z,0-9,_"".","Xin vui l&ograve;ng s&#7917; d&#7909;ng trong l&#297;nh v&#7921;c n&agrave;y ch&#7881; ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Please use letters only (a-z) in this field."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Please use numbers only in this field. please avoid spaces or other characters such as dots or commas."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006."
"Please wait, loading...","&#272;ang t&#7843;i d&#7919; li&#7879;u, b&#7841;n ch&#7901; ch&uacute;t..."
"Please wait...","&#272;ang t&#7843;i d&#7919; li&#7879;u, b&#7841;n ch&#7901; ch&uacute;t..."
"Please, add a few answers to this poll first","Please, add a few answers to this poll first"
"Please, select visible in stores to this poll first","Please, select visible in stores to this poll first"
"Poll Manager","Qu&#7843;n ly b&igrave;nh ch&#7885;n"
"Poll was successfully deleted","Phi&#7871;u th&#259;m d&ograve; &yacute; ki&#7871;n &#273;&atilde; &#273;&#432;&#7907;c x&oacute;a"
"Poll was successfully saved","Phi&#7871;u th&#259;m d&ograve; &yacute; ki&#7871;n &#273;&atilde; &#273;&#432;&#7907;c l&#432;u l&#7841;i"
"Position of Watermark for %s","Position of Watermark for %s"
"Preferred state","&#431;a th&iacute;ch c&#7911;a ti&#7875;u bang"
"Preparing to change $pkg, please wait...","Preparing to change $pkg, please wait..."
"Preview","Xem"
"Preview Template","Preview Template"
"Previous page","Trang tr&#432;&#7899;c"
"Price","Gi&aacute; ti&#7873;n"
"Price alert subscription was saved successfully","Price alert subscription was saved successfully"
"Price:","Gi&aacute; ti&#7873;n:"
"Primary Billing Address","Primary Billing Address"
"Processed <strong>%s%% %s/%d</strong> records","Processed <strong>%s%% %s/%d</strong> records"
"Product","S&#7843;n ph&#7849;m"
"Product Categories","Danh m&#7909;c s&#7843;n ph&#7849;m"
"Product Thumbnail Itself","S&#7843;n ph&#7849;m thumbnail ch&iacute;nh n&oacute;"
"Products","S&#7843;n ph&#7849;m"
"Profile Action","Profile Action"
"Profile Actions XML","H&#7891; s&#417; h&agrave;nh &#273;&#7897;ng xml"
"Profile Direction","H&#432;&#7899;ng h&#7891; s&#417;"
"Profile History","L&#7883;ch s&#7917; H&#7891; s&#417;"
"Profile Information","Th&ocirc;ng tin h&#7891; s&#417;"
"Profile Name","T&ecirc;n h&#7891; s&#417;"
"Profile Wizard","H&#7891; s&#417; Wizard"
"Profile was deleted","H&#7891; s&#417; &#273;&atilde; &#273;&#432;&#7907;c x&oacute;a"
"Profile was successfully saved","H&#7891; s&#417; &#273;&atilde; &#273;&#432;&#7907;c l&#432;u l&#7841;i"
"Profiles","H&#7891; s&#417;"
"Promo","Promo"
"Promotions","Ch&#432;&#417;ng tr&igrave;nh khuy&#7871;n m&atilde;i"
"Provided Files","Cung c&#7845;p t&#7853;p tin"
"Qty","S&#7889; l&#432;&#7907;ng"
"Quantity","S&#7889; l&#432;&#7907;ng"
"Radio Buttons","Radio Buttons"
"Rates","Rates"
"Rating was successfully deleted","&#272;&aacute;nh gi&aacute; &#273;&atilde; &#273;&#432;&#7907;c x&oacute;a"
"Rating was successfully saved","&#272;&aacute;nh gi&aacute; &#273;&atilde; &#273;&#432;&#7907;c l&#432;u l&#7841;i  th&agrave;nh c&ocirc;ng"
"Read details","Chi ti&#7871;t"
"Recent Orders","&#272;&#7863;t h&agrave;ng g&#7847;n &#273;&acirc;y"
"Recommended","&#272;&#7873; ngh&#7883;"
"Redirect","Chuy&#7875;n h&#432;&#7899;ng"
"Refresh","Refresh"
"Region/State","Region/State"
"Release","Release"
"Release Info","Release Info"
"Release Stability","Release Stability"
"Release Version","Release Version"
"Remote Extension Info","Remote Extension Info"
"Remote FTP","Remote FTP"
"Remote URL:","Remote URL:"
"Remove","Lo&#7841;i b&#7887;"
"Reports","B&aacute;o c&aacute;o"
"Request Path","Y&ecirc;u c&#7847;u &#272;&#432;&#7901;ng d&#7851;n"
"Required","B&#7855;t bu&#7897;c ph&#7843;i nh&#7853;p"
"Reset","Reset"
"Reset Filter","&#272;&#7863;t l&#7841;i c&aacute;ch t&igrave;m"
"Resize","Resize"
"Resource Access","Nh&oacute;m quy&#7873;n h&#7841;n"
"Resources","Quy&#7873;n h&#7841;n"
"Results"," T&#7893;ng"
"Retrieve Password","L&#7845;y m&#7853;t kh&#7849;u"
"Return Html Version","Tr&#7903; l&#7841;i phi&ecirc;n b&#7843;n html"
"Revenue","Doanh thu"
"Role","Nh&oacute;m"
"Role ID","ID Nh&oacute;m"
"Role Info","Th&ocirc;ng tin nh&oacute;m"
"Role Information","Th&ocirc;ng tin nh&oacute;m"
"Role Name","T&ecirc;n nh&oacute;m"
"Role Resources","Quy&#7873;n h&#7841;n c&#7911;a nh&oacute;m"
"Role Users","Th&agrave;nh vi&ecirc;n trong nh&oacute;m"
"Role successfully deleted.","X&oacute;a th&agrave;nh c&ocirc;ng."
"Role successfully saved.","&#272;&atilde; l&#432;u xong."
"Roles","Nh&oacute;m"
"Roles Resources","Quy&#7873;n h&#7841;n c&#7911;a nh&oacute;m"
"Rotate CCW","Rotate CCW"
"Rotate CW","Rotate CW"
"Run","Run"
"Run Profile","Run Profile"
"Run Profile In Popup","Run Profile In Popup"
"Run Profile Inside This Window","Run Profile Inside This Window"
"Run in popup","Ch&#7841;y tr&ecirc;n popup"
"Running:","Running:"
"SKU","M&atilde; s&#7843;n ph&#7849;m"
"SKU:","M&atilde; s&#7843;n ph&#7849;m:"
"SSL Error: Invalid or self-signed certificate","SSL Error: Invalid or self-signed certificate"
"Sales Report","B&aacute;o c&aacute;o kinh doanh"
"Save","L&#432;u"
"Save Account","Save Account"
"Save And Continue Edit","L&#432;u v&agrave; s&#7917;a ti&#7871;p"
"Save Config","L&#432;u c&agrave;i &#273;&#7863;t"
"Save Currency Rates","Save Currency Rates"
"Save PEAR Config","Save PEAR Config"
"Save Profile","L&#432;u Profile"
"Save Role","L&#432;u Role"
"Save Sitemap","L&#432;u Sitemap"
"Save Template","L&#432;u Template"
"Save Url","L&#432;u Url"
"Save User","L&#432;u User"
"Save and Continue Editing","L&#432;u v&agrave; s&#7917;a ti&#7871;p"
"Save cache settings","L&#432;u Cache"
"Save data and Create Package","Save data and Create Package"
"Search","T&igrave;m"
"Search Term","T&#7915;"
"Search Terms","T&#7913; kh&oacute;a t&igrave;m ki&#7871;m"
"Select","Ch&#7885;n"
"Select All","Ch&#7885;n h&#7871;t"
"Select Date","Ch&#7885;n ng&agrave;y"
"Select Range","Ch&#7885;n ph&#7841;m vi"
"Select Visible","Ch&#7885;n records &#273;ang hi&#7875;n th&#7883;"
"Sender","Ng&#432;&#7901;i g&#7903;i"
"Separate email","Separate email"
"Shipment #%s comment added","Shipment #%s comment added"
"Shipment #%s created","Shipment #%s created"
"Shipment Comments","Shipment Comments"
"Shipment History","Shipment History"
"Shipment was successfully created.","Shipment was successfully created."
"Shipment was successfully sent.","Shipment was successfully sent."
"Shipments","Qu&#7843;n l&yacute; c&aacute;c l&ocirc; h&agrave;ng"
"Shipping","V&#7853;n chuy&#7875;n"
"Shipping Address","&#272;&#7883;a ch&#7881; giao h&agrave;ng"
"Shipping Price","Ph&iacute; v&#7853;n chuy&#7875;n"
"Shipping address","&#272;&#7883;a ch&#7881; giao h&agrave;ng"
"Shipping address selection is not applicable","Shipping address selection is not applicable"
"Shipping method must be specified","Shipping method must be specified"
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Shipping origin","Shipping origin"
"Shopping Cart from %s","Shopping Cart from %s"
"Show Report for","Hi&#7875;n th&#7883; b&aacute;o c&aacute;o v&#7899;i"
"Show by","Xem theo"
"Show reviews","Hi&#7875;n th&#7883; &#273;&aacute;nh gi&aacute;"
"Sitemap Information","C&#7845;u h&igrave;nh Sitemap"
"Size for %s","Size for %s"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items don\'t exist in the catalog anymore and will be removed if you try to edit the order.","Some of the ordered items don\'t exist in the catalog anymore and will be removed if you try to edit the order."
"Sorry, this feature is coming soon...","Sorry, this feature is coming soon..."
"Sort Order","Sort Order"
"Specific Countries","Các nước có thể"
"Spreadsheet Name:","T&ecirc;n b&#7843;ng t&iacute;nh:"
"Stability","&#7892;n &#273;&#7883;nh"
"Start Date","Ng&agrave;y b&#7855;t &#273;&#7847;u"
"Starting profile execution, please wait...","B&#7855;t &#273;&#7847;u th&#7921;c hi&#7879;n h&#7891; s&#417;, xin vui l&ograve;ng ch&#7901; &#273;&#7907;i..."
"State/Province:","T&#7881;nh/Th&agrave;nh ph&#7889;:"
"Status","Tr&#7841;ng th&aacute;i"
"Status:","Tr&#7841;ng th&aacute;i:"
"Stock Quantity:","S&#7889; l&#432;&#7907;ng trong kho:"
"Stock notification was saved successfully","Stock notification was saved successfully"
"Store","Store"
"Store View","Store View"
"Store Views","Store Views"
"Store:","Store:"
"Stores","Stores"
"Subject","Ti&ecirc;u &#273;&#7873;"
"Submit","Submit"
"Subpackage","Subpackage"
"Subpackage can't be conflicting","Subpackage can't be conflicting"
"Subpackages","Subpackages"
"Subtotal","ST&#7893;ng ti&#7873;n"
"Subtotal Amount","T&#7893;ng S&#7889; Ti&#7873;n"
"Summary","T&oacute;m t&#7855;t"
"Summary:","T&oacute;m t&#7855;t:"
"Switch/Solo Only","Switch/Solo Only"
"Switch/Solo card issue number: %s","Switch/Solo card issue number: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo card start Date: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Domestic) Only"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s"
"System","H&#7879; th&#7889;ng"
"Tag was successfully deleted","Tag was successfully deleted"
"Tag was successfully saved","Tag was successfully saved"
"Tags","Tags"
"Target Path","&#272;&#432;&#7901;ng d&#7851;n m&#7909;c ti&ecirc;u"
"Tax","Thu&#7871;"
"Tb","Tb"
"Template","Giao di&#7879;n"
"Template Content","Giao di&#7879;n n&#7897;i dung"
"Template Information","Th&ocirc;ng tin giao di&#7879;n"
"Template Name","T&ecirc;n giao di&#7879;n"
"Template Subject","Ti&ecirc;u &#273;&#7873;"
"Template Type","Lo&#7841;i giao di&#7879;n"
"Text","Text"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems"
"The information in this tab has been changed.","The information in this tab has been changed."
"This account is","This account is"
"This attribute set don\'t have attributes which we can use for configurable product","This attribute set don\'t have attributes which we can use for configurable product"
"This attribute shares the same value in all the stores","This attribute shares the same value in all the stores"
"This is a required field.","Thi&#7871;u th&ocirc;ng tin m&#7909;c n&agrave;y"
"This section is not allowed.","This section is not allowed."
"This tab contains invalid data. Please solve the problem before saving.","This tab contains invalid data. Please solve the problem before saving."
"This user no longer exists","This user no longer exists"
"Thumbnail","Thumbnail"
"Time","Time"
"To","To"
"Toggle Editor","Toggle Editor"
"Tools","Tools"
"Top 5 Search Terms","Top 5 &#273;i&#7873;u ki&#7879;n t&igrave;m ki&#7871;m"
"Total","T&#7893;ng"
"Total %d records found","T&#7893;ng c&#7897;ng c&oacute; %d records"
"Total Amount","T&#7893;ng c&#7897;ng S&#7889; ti&#7873;n"
"Total Invoiced","T&#7893;ng c&#7897;ng  ho&aacute; &#273;&#417;n"
"Total Order Amount","T&#7893;ng c&#7897;ng s&#7889; ti&#7873;n &#273;&#7863;t h&agrave;ng"
"Total Refunded","T&#7893;ng c&#7897;ng ho&agrave;n l&#7841;i"
"Total of %d record(s) were successfully deleted","Total of %d record(s) were successfully deleted"
"Total of %d record(s) were successfully updated","Total of %d record(s) were successfully updated"
"Track order","Track order"
"Track this shipment","Track this shipment"
"Tracking number %s for %s assigned","Tracking number %s for %s assigned"
"Tracking number can not be empty.","Tracking number can not be empty."
"Transactional Emails","Transactional Emails"
"Type","Type"
"Type:","Type:"
"Unable to find a poll to delete","Kh&ocirc;ng th&#7875; t&igrave;m th&#7845;y m&#7897;t phi&#7871;u th&#259;m d&ograve; &yacute; ki&#7871;n &#273;&#7875; x&oacute;a"
"Unable to find a tag to delete","Kh&ocirc;ng th&#7875; t&igrave;m th&#7845;y m&#7897;t th&#7867; &#273;&#7875; x&oacute;a"
"Unable to find a user to delete","Kh&ocirc;ng th&#7875; t&igrave;m th&#7845;y m&#7897;t user  &#273;&#7875; xo&aacute;"
"Unable to get product id.","Kh&ocirc;ng th&#7875; nh&#7853;n &#273;&#432;&#7907;c s&#7843;n ph&#7849;m id."
"Unable to initialize import model","Kh&ocirc;ng th&#7875; kh&#7903;i t&#7841;o m&ocirc; h&igrave;nh import"
"Uninstall","B&#7887; c&agrave;i &#273;&#7863;t"
"Uninstalling $pkg, please wait...","Uninstalling $pkg, please wait..."
"Uninstalling selected packages, please wait...","Uninstalling selected packages, please wait..."
"Unknown","Unknown"
"Unknown error","Unknown error"
"Unselect All","B&#7887; ch&#7885;n t&#7845;t c&#7843;"
"Unselect Visible","B&#7887; ch&#7885;n"
"Update","Update"
"Updated At","Updated At"
"Upgrade","Upgrade"
"Upgrade All Available Packages","Upgrade All Available Packages"
"Upgrade all available packages","Upgrade all available packages"
"Upgrade all packages","Upgrade all packages"
"Upgrading $pkg, please wait...","Upgrading $pkg, please wait..."
"Upgrading all available packages, please wait...","Upgrading all available packages, please wait..."
"Upgrading all packages, please wait...","Upgrading all packages, please wait..."
"Upgrading selected packages, please wait...","Upgrading selected packages, please wait..."
"Upload File","Upload File"
"Upload Files","Upload Files"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload Local File","Upload Local File"
"Upload Security Error","Upload Security Error"
"Upload and Install","Upload and Install"
"Upload import file","Upload import file"
"Upload local file:","Upload local file:"
"Add URL Rewrite","Th&ecirc;m URL"
"Add New URL Rewrite", "Th&ecirc;m URL m&#7899;i"
"Create URL Rewrite", "Th&ecirc;m URL cho"
"URL Rewrite Information","Th&ocirc;ng tin URL"
"URL Rewrite Management","Qu&#7843;n l&yacute; URL"
