"Some of the products below don\'t have all the required options. Please remove them and add again with all the required options.","&#7897;t s&#7889; trong c&aacute;c Sản phẩm d&#432;&#7899;i &#273;&acirc;y kh&ocirc;ng c&oacute; t&#7845;t c&#7843; c&aacute;c y&ecirc;u c&#7847;u tu&#7923; ch&#7885;n.  Xin vui l&ograve;ng lo&#7841;i b&#7887; ch&uacute;ng v&agrave; th&ecirc;m m&#7897;t l&#7847;n n&#7919;a v&#7899;i t&#7845;t c&#7843; c&aacute;c y&ecirc;u c&#7847;u  tu&#7923; ch&#7885;n."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"State/Province","Tỉnh/Thành phố"
"Status","Tình trạng"
"Store Credit","Store Credit"
"Submit Comment","Gửi bình luận"
"Submit Credit Memo","Submit Credit Memo"
"Submit Invoice","Gửi hóa đơn"
"Submit Order","Gửi đơn hàng"
"Submit Shipment","Submit Shipment"
"Subscribe to Newsletter","&#272;&#259;ng k&yacute; nhận bản tin"
"Subscribe to Order Status","Subscribe to Order Status"
"Subtotal","Tổng cộng"
"Subtotal after discount","Tổng sau khi giảm giá"
"TAX/VAT Number","Thuế / Số VAT"
"Tax","Thuế"
"Tax :","Thuế:"
"Tax Amount","Tiền thuế"
"Telephone","Điện thoại"
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","M&#7863;t h&agrave;ng %s (M&atilde; s&#7889; %s) kh&ocirc;ng t&#7891;n t&#7841;i trong danh m&#7909;c n&#7919;a"
"There are no printable documents related to selected orders","Hi&#7879;n kh&ocirc;ng c&oacute; in t&agrave;i li&#7879;u li&ecirc;n quan &#273;&#7871;n &#273;&#417;n &#273;&#7863;t h&agrave;ng &#273;&#432;&#7907;c l&#7921;a ch&#7885;n"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Tin nh&#7855;n n&agrave;y s&#7869; &#273;&#432;&#7907;c hi&#7875;n th&#7883; trong gi&#7887; mua h&agrave;ng  khi t&#7891;ng ti&#7873;n &iacute;t h&#417;n ti&#7873;n Giảm giá"
"This order no longer exists.","&#272;&#417;n h&agrave;ng n&agrave;y kh&ocirc;ng c&ograve;n t&#7891;n t&#7841;i."
"Title","Ti&ecirc;u &#273;&#7873;"
"To","T&#7899;i"
"To Name","T&#7899;i t&ecirc;n"
"To:","T&#7899;i:"
"Total Due","Tổng hóa đơn"
"Total Paid","Tổng chi phí"
"Total Qty","Tổng số lượng"
"Total Refund","Total Refund"
"Total Refunded","Total Refunded"
"Total Tax","Tổng cộng thuế"
"Total(ex)","Total(ex)"
"Total(inc)","Tổng cộng (Báo gôm thuế)"
"Track Order","Track Order"
"Track all shipment(s)","Track all shipment(s)"
"Track all shipments","Track all shipments"
"Track this shipment","Track this shipment"
"Track your order","Track your order"
"Tracking","Tracking"
"Tracking Number","Tracking Number"
"Tracking Number(s)","Tracking Number(s)"
"Unhold","Unhold"
"Unhold order","Unhold order"
"Unknown State","Unknown State"
"Unknown Status","Unknown Status"
"Update Changes","Update Changes"
"Update Qty\'s","Update Qty\'s"
"Validate each address separately in multi-address checkout","Validate each address separately in multi-address checkout"
"View","Xem"
"View All","Xem tất cả"
"View Order","Xem đơn hàng"
"Void","Void"
"Void invoice","Void invoice"
"Website","Website"
"Wishlist","Wishlist"
"You have placed no orders.","Bạn chưa có đơn đặt hàng nào."
"ZIP/Post Code","ZIP/Post Code"
"separate by "",""","separate by "","""
